clip_id,condition,mode,is_positive,approach,reference,hypothesis,cer,wer,similarity,exact,success,sampled_frames,processing_seconds_full_pipeline,video_duration_seconds
negative_1_clean,clean,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.064755,4.0
negative_1_clean,clean,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.064755,4.0
negative_2_low_contrast,low_contrast,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.072831,4.0
negative_2_low_contrast,low_contrast,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.072831,4.0
negative_2_low_contrast,low_contrast,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.072831,4.0
negative_3_gaussian_noise,gaussian_noise,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.148494,4.0
negative_3_gaussian_noise,gaussian_noise,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.148494,4.0
negative_3_gaussian_noise,gaussian_noise,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.148494,4.0
negative_4_blur_compression,blur_compression,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.070215,4.0
negative_4_blur_compression,blur_compression,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.070215,4.0
negative_4_blur_compression,blur_compression,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.070215,4.0
negative_5_clean,clean,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.108244,4.0
negative_5_clean,clean,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.108244,4.0
negative_5_clean,clean,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.108244,4.0
negative_6_low_contrast,low_contrast,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.041028,4.0
negative_6_low_contrast,low_contrast,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.041028,4.0
negative_6_low_contrast,low_contrast,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.041028,4.0
negative_7_gaussian_noise,gaussian_noise,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.067431,4.0
negative_7_gaussian_noise,gaussian_noise,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.067431,4.0
negative_7_gaussian_noise,gaussian_noise,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.067431,4.0
negative_8_blur_compression,blur_compression,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.036302,4.0
negative_8_blur_compression,blur_compression,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.036302,4.0
negative_8_blur_compression,blur_compression,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.036302,4.0
negative_9_clean,clean,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.033566,4.0
negative_9_clean,clean,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.033566,4.0
negative_9_clean,clean,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.033566,4.0
negative_10_low_contrast,low_contrast,negative,False,frame_baseline,,,0.0,0.0,1.0,True,True,8,1.03581,4.0
negative_10_low_contrast,low_contrast,negative,False,preprocess_ensemble,,,0.0,0.0,1.0,True,True,8,1.03581,4.0
negative_10_low_contrast,low_contrast,negative,False,temporal_consensus,,,0.0,0.0,1.0,True,True,8,1.03581,4.0
